State,NAME,Year,Energy,value,INTPTLAT,INTPTLON
VA,Virginia,2017,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2017,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2017,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2017,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2017,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2017,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2018,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2018,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2018,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2018,Geothermal,345,34.2039362,-111.6063449
CA,California,2018,Geothermal,41980,37.1551773,-119.5434183
CO,Colorado,2018,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2018,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2018,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2018,Geothermal,430,38.9985661,-75.441644
FL,Florida,2018,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2018,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2018,Geothermal,383,19.8281671,-155.4950421
IA,Iowa,2018,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2018,Geothermal,1786,44.348422,-114.558854
IL,Illinois,2018,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2018,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2018,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2018,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2018,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2018,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2018,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2018,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2018,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2018,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2018,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2018,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2018,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2018,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2018,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2018,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2018,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2018,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2018,Geothermal,413,34.4346844,-106.131618
NV,Nevada,2018,Geothermal,13360,39.3310928,-116.6151469
NY,New York,2018,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2018,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2018,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2018,Geothermal,1834,43.9717125,-120.6229578
PA,Pennsylvania,2018,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2018,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2018,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2018,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2018,Geothermal,213,35.85846,-86.3496339
TX,Texas,2018,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2018,Geothermal,2329,39.3349925,-111.6563326
VA,Virginia,2018,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2018,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2018,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2018,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2018,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2018,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2019,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2019,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2019,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2019,Geothermal,345,34.2039362,-111.6063449
CA,California,2019,Geothermal,39378,37.1551773,-119.5434183
CO,Colorado,2019,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2019,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2019,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2019,Geothermal,430,38.9985661,-75.441644
FL,Florida,2019,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2019,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2019,Geothermal,8,19.8281671,-155.4950421
IA,Iowa,2019,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2019,Geothermal,1828,44.348422,-114.558854
IL,Illinois,2019,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2019,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2019,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2019,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2019,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2019,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2019,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2019,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2019,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2019,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2019,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2019,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2019,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2019,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2019,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2019,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2019,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2019,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2019,Geothermal,566,34.4346844,-106.131618
NV,Nevada,2019,Geothermal,14886,39.3310928,-116.6151469
NY,New York,2019,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2019,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2019,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2019,Geothermal,1865,43.9717125,-120.6229578
PA,Pennsylvania,2019,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2019,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2019,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2019,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2019,Geothermal,213,35.85846,-86.3496339
TX,Texas,2019,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2019,Geothermal,1867,39.3349925,-111.6563326
VA,Virginia,2019,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2019,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2019,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2019,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2019,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2019,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2020,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2020,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2020,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2020,Geothermal,345,34.2039362,-111.6063449
CA,California,2020,Geothermal,40921,37.1551773,-119.5434183
CO,Colorado,2020,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2020,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2020,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2020,Geothermal,430,38.9985661,-75.441644
FL,Florida,2020,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2020,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2020,Geothermal,41,19.8281671,-155.4950421
IA,Iowa,2020,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2020,Geothermal,1811,44.348422,-114.558854
IL,Illinois,2020,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2020,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2020,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2020,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2020,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2020,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2020,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2020,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2020,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2020,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2020,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2020,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2020,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2020,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2020,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2020,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2020,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2020,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2020,Geothermal,550,34.4346844,-106.131618
NV,Nevada,2020,Geothermal,14517,39.3310928,-116.6151469
NY,New York,2020,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2020,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2020,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2020,Geothermal,1888,43.9717125,-120.6229578
PA,Pennsylvania,2020,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2020,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2020,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2020,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2020,Geothermal,213,35.85846,-86.3496339
TX,Texas,2020,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2020,Geothermal,2094,39.3349925,-111.6563326
VA,Virginia,2020,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2020,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2020,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2020,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2020,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2020,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2021,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2021,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2021,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2021,Geothermal,345,34.2039362,-111.6063449
CA,California,2021,Geothermal,40106,37.1551773,-119.5434183
CO,Colorado,2021,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2021,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2021,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2021,Geothermal,430,38.9985661,-75.441644
FL,Florida,2021,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2021,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2021,Geothermal,635,19.8281671,-155.4950421
IA,Iowa,2021,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2021,Geothermal,1819,44.348422,-114.558854
IL,Illinois,2021,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2021,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2021,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2021,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2021,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2021,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2021,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2021,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2021,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2021,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2021,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2021,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2021,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2021,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2021,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2021,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2021,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2021,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2021,Geothermal,542,34.4346844,-106.131618
NV,Nevada,2021,Geothermal,14914,39.3310928,-116.6151469
NY,New York,2021,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2021,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2021,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2021,Geothermal,1856,43.9717125,-120.6229578
PA,Pennsylvania,2021,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2021,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2021,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2021,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2021,Geothermal,213,35.85846,-86.3496339
TX,Texas,2021,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2021,Geothermal,2240,39.3349925,-111.6563326
VA,Virginia,2021,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2021,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2021,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2021,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2021,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2021,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2022,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2022,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2022,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2022,Geothermal,345,34.2039362,-111.6063449
CA,California,2022,Geothermal,40288,37.1551773,-119.5434183
CO,Colorado,2022,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2022,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2022,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2022,Geothermal,430,38.9985661,-75.441644
FL,Florida,2022,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2022,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2022,Geothermal,719,19.8281671,-155.4950421
IA,Iowa,2022,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2022,Geothermal,1814,44.348422,-114.558854
IL,Illinois,2022,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2022,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2022,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2022,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2022,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2022,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2022,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2022,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2022,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2022,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2022,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2022,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2022,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2022,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2022,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2022,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2022,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2022,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2022,Geothermal,528,34.4346844,-106.131618
NV,Nevada,2022,Geothermal,14913,39.3310928,-116.6151469
NY,New York,2022,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2022,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2022,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2022,Geothermal,1842,43.9717125,-120.6229578
PA,Pennsylvania,2022,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2022,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2022,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2022,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2022,Geothermal,213,35.85846,-86.3496339
TX,Texas,2022,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2022,Geothermal,2389,39.3349925,-111.6563326
VA,Virginia,2022,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2022,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2022,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2022,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2022,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2022,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2023,Geothermal,186,63.347356,-152.8397334
AL,Alabama,2023,Geothermal,141,32.7395785,-86.8434469
AR,Arkansas,2023,Geothermal,808,34.8955256,-92.4446262
AZ,Arizona,2023,Geothermal,345,34.2039362,-111.6063449
CA,California,2023,Geothermal,40578,37.1551773,-119.5434183
CO,Colorado,2023,Geothermal,759,38.9937669,-105.5087122
CT,Connecticut,2023,Geothermal,21,41.5798637,-72.7466572
DC,District of Columbia,2023,Geothermal,22,38.9042429,-77.0165243
DE,Delaware,2023,Geothermal,430,38.9985661,-75.441644
FL,Florida,2023,Geothermal,10056,28.3989775,-82.5143005
GA,Georgia,2023,Geothermal,315,32.6295789,-83.4235109
HI,Hawaii,2023,Geothermal,665,19.8281671,-155.4950421
IA,Iowa,2023,Geothermal,1281,42.0700227,-93.4933492
ID,Idaho,2023,Geothermal,1804,44.348422,-114.558854
IL,Illinois,2023,Geothermal,2042,40.1028754,-89.1526108
IN,Indiana,2023,Geothermal,4647,39.9013136,-86.2919129
KS,Kansas,2023,Geothermal,974,38.4985464,-98.3834298
KY,Kentucky,2023,Geothermal,2712,37.5336844,-85.2929801
LA,Louisiana,2023,Geothermal,1842,30.708319,-91.6046207
MA,Massachusetts,2023,Geothermal,859,42.1565196,-71.4895915
MD,Maryland,2023,Geothermal,570,38.9466584,-76.6744939
ME,Maine,2023,Geothermal,72,45.4092843,-68.666616
MI,Michigan,2023,Geothermal,5193,44.8441768,-85.6604907
MN,Minnesota,2023,Geothermal,1075,46.3159573,-94.1996043
MO,Missouri,2023,Geothermal,352,38.3507508,-92.456782
MS,Mississippi,2023,Geothermal,958,32.6864714,-89.6561377
MT,Montana,2023,Geothermal,337,47.051177,-109.6348174
NC,North Carolina,2023,Geothermal,967,35.53971,-79.1308636
ND,North Dakota,2023,Geothermal,978,47.442174,-100.4608258
NE,Nebraska,2023,Geothermal,1212,41.543305,-99.8118641
NH,New Hampshire,2023,Geothermal,29,43.6727945,-71.5841886
NJ,New Jersey,2023,Geothermal,466,40.1072744,-74.6652012
NM,New Mexico,2023,Geothermal,490,34.4346844,-106.131618
NV,Nevada,2023,Geothermal,15709,39.3310928,-116.6151469
NY,New York,2023,Geothermal,1185,42.9133974,-75.5962723
OH,Ohio,2023,Geothermal,3435,40.4149297,-82.7119975
OK,Oklahoma,2023,Geothermal,24,35.5900815,-97.4867789
OR,Oregon,2023,Geothermal,1833,43.9717125,-120.6229578
PA,Pennsylvania,2023,Geothermal,2162,40.9046042,-77.8275233
RI,Rhode Island,2023,Geothermal,57,41.596485,-71.5264901
SC,South Carolina,2023,Geothermal,648,33.8741776,-80.8542639
SD,South Dakota,2023,Geothermal,1868,44.4467957,-100.2381762
TN,Tennessee,2023,Geothermal,213,35.85846,-86.3496339
TX,Texas,2023,Geothermal,2478,31.4347032,-99.2818238
UT,Utah,2023,Geothermal,2371,39.3349925,-111.6563326
VA,Virginia,2023,Geothermal,1701,37.5222512,-78.6681938
VT,Vermont,2023,Geothermal,29,44.0589536,-72.6710173
WA,Washington,2023,Geothermal,1136,47.4073238,-120.5757999
WI,Wisconsin,2023,Geothermal,615,44.6309071,-89.7093916
WV,West Virginia,2023,Geothermal,32,38.6472854,-80.6183274
WY,Wyoming,2023,Geothermal,663,42.9896591,-107.5443922
AK,Alaska,2002,Hydro,4911,63.347356,-152.8397334
AL,Alabama,2002,Hydro,30110,32.7395785,-86.8434469
AR,Arkansas,2002,Hydro,11723,34.8955256,-92.4446262
AZ,Arizona,2002,Hydro,25342,34.2039362,-111.6063449
CA,California,2002,Hydro,106252,37.1551773,-119.5434183
CO,Colorado,2002,Hydro,4125,38.9937669,-105.5087122
CT,Connecticut,2002,Hydro,1143,41.5798637,-72.7466572
DC,District of Columbia,2002,Hydro,0,38.9042429,-77.0165243
DE,Delaware,2002,Hydro,0,38.9985661,-75.441644
FL,Florida,2002,Hydro,628,28.3989775,-82.5143005
GA,Georgia,2002,Hydro,9266,32.6295789,-83.4235109
HI,Hawaii,2002,Hydro,324,19.8281671,-155.4950421
IA,Iowa,2002,Hydro,3229,42.0700227,-93.4933492
ID,Idaho,2002,Hydro,29921,44.348422,-114.558854
IL,Illinois,2002,Hydro,440,40.1028754,-89.1526108
IN,Indiana,2002,Hydro,1403,39.9013136,-86.2919129
KS,Kansas,2002,Hydro,43,38.4985464,-98.3834298
KY,Kentucky,2002,Hydro,13732,37.5336844,-85.2929801
LA,Louisiana,2002,Hydro,3042,30.708319,-91.6046207
MA,Massachusetts,2002,Hydro,2986,42.1565196,-71.4895915
MD,Maryland,2002,Hydro,5667,38.9466584,-76.6744939
ME,Maine,2002,Hydro,9444,45.4092843,-68.666616
MI,Michigan,2002,Hydro,5695,44.8441768,-85.6604907
MN,Minnesota,2002,Hydro,2761,46.3159573,-94.1996043
MO,Missouri,2002,Hydro,4630,38.3507508,-92.456782
MS,Mississippi,2002,Hydro,0,32.6864714,-89.6561377
MT,Montana,2002,Hydro,32642,47.051177,-109.6348174
NC,North Carolina,2002,Hydro,11915,35.53971,-79.1308636
ND,North Dakota,2002,Hydro,5434,47.442174,-100.4608258
NE,Nebraska,2002,Hydro,3745,41.543305,-99.8118641
NH,New Hampshire,2002,Hydro,3893,43.6727945,-71.5841886
NJ,New Jersey,2002,Hydro,41,40.1072744,-74.6652012
NM,New Mexico,2002,Hydro,903,34.4346844,-106.131618
NV,Nevada,2002,Hydro,7737,39.3310928,-116.6151469
NY,New York,2002,Hydro,85463,42.9133974,-75.5962723
OH,Ohio,2002,Hydro,1666,40.4149297,-82.7119975
OK,Oklahoma,2002,Hydro,6783,35.5900815,-97.4867789
OR,Oregon,2002,Hydro,117418,43.9717125,-120.6229578
PA,Pennsylvania,2002,Hydro,7542,40.9046042,-77.8275233
RI,Rhode Island,2002,Hydro,13,41.596485,-71.5264901
SC,South Carolina,2002,Hydro,4742,33.8741776,-80.8542639
SD,South Dakota,2002,Hydro,14855,44.4467957,-100.2381762
TN,Tennessee,2002,Hydro,27206,35.85846,-86.3496339
TX,Texas,2002,Hydro,3833,31.4347032,-99.2818238
UT,Utah,2002,Hydro,1562,39.3349925,-111.6563326
VA,Virginia,2002,Hydro,2962,37.5222512,-78.6681938
VT,Vermont,2002,Hydro,3804,44.0589536,-72.6710173
WA,Washington,2002,Hydro,266705,47.4073238,-120.5757999
WI,Wisconsin,2002,Hydro,8581,44.6309071,-89.7093916
WV,West Virginia,2002,Hydro,3636,38.6472854,-80.6183274
WY,Wyoming,2002,Hydro,1991,42.9896591,-107.5443922
AK,Alaska,2003,Hydro,5400,63.347356,-152.8397334
AL,Alabama,2003,Hydro,43213,32.7395785,-86.8434469
AR,Arkansas,2003,Hydro,9058,34.8955256,-92.4446262
AZ,Arizona,2003,Hydro,24140,34.2039362,-111.6063449
CA,California,2003,Hydro,124097,37.1551773,-119.5434183
CO,Colorado,2003,Hydro,4307,38.9937669,-105.5087122
CT,Connecticut,2003,Hydro,1926,41.5798637,-72.7466572
DC,District of Columbia,2003,Hydro,0,38.9042429,-77.0165243
DE,Delaware,2003,Hydro,0,38.9985661,-75.441644
FL,Florida,2003,Hydro,896,28.3989775,-82.5143005
GA,Georgia,2003,Hydro,14127,32.6295789,-83.4235109
HI,Hawaii,2003,Hydro,309,19.8281671,-155.4950421
IA,Iowa,2003,Hydro,2691,42.0700227,-93.4933492
ID,Idaho,2003,Hydro,28504,44.348422,-114.558854
IL,Illinois,2003,Hydro,473,40.1028754,-89.1526108
IN,Indiana,2003,Hydro,1447,39.9013136,-86.2919129
KS,Kansas,2003,Hydro,42,38.4985464,-98.3834298
KY,Kentucky,2003,Hydro,13471,37.5336844,-85.2929801
LA,Louisiana,2003,Hydro,3043,30.708319,-91.6046207
